ip,port,protocol,country,anonymity,latency_ms,speed_kbps,score,last_seen
79.76.59.115,1080,socks4,SE,elite,396,0.4,5.0,2026-09-24T07:07:54.675789+00:00
146.19.143.200,1080,socks4,EE,elite,472,0.3,5.0,2026-09-24T07:07:54.667523+00:00
47.254.122.220,5443,http,US,elite,482,0.3,5.0,2026-09-24T07:07:54.686046+00:00
77.65.50.118,34159,socks4,PL,elite,501,0.3,5.0,2026-09-24T07:07:54.667326+00:00
83.218.186.22,5678,socks4,AT,elite,517,0.3,5.0,2026-09-24T07:07:54.667426+00:00
145.220.227.5,1081,http,NL,anonymous,518,,5.0,2026-09-24T07:07:55.004673+00:00
94.72.158.129,4153,socks4,BG,elite,527,0.3,5.0,2026-09-24T07:07:54.667314+00:00
47.176.213.210,39593,socks4,US,elite,595,,5.0,2026-09-24T07:07:54.676178+00:00
37.26.86.206,4145,socks4,AL,elite,597,0.2,5.0,2026-09-24T07:07:54.679632+00:00
81.12.157.98,5678,socks4,RO,elite,608,0.2,5.0,2026-09-24T07:07:54.677821+00:00
193.105.62.11,58973,socks4,UA,anonymous,623,,5.0,2026-09-24T07:07:54.676962+00:00
212.50.19.150,4153,socks4,BG,anonymous,629,,5.0,2026-09-24T07:07:54.682081+00:00
88.247.31.164,4153,socks4,TR,elite,629,0.2,5.0,2026-09-24T07:07:54.667351+00:00
195.78.100.186,3629,socks4,UA,anonymous,656,,5.0,2026-09-24T07:07:54.681625+00:00
94.247.241.70,51006,socks4,RU,anonymous,660,,5.0,2026-09-24T07:07:54.682371+00:00
138.197.68.35,4857,http,US,elite,694,,5.0,2026-09-24T07:07:54.683634+00:00
2.27.63.250,8118,http,DE,elite,723,0.2,5.0,2026-09-24T07:07:55.004611+00:00
85.117.32.166,4153,socks4,GE,anonymous,760,0.2,5.0,2026-09-24T07:07:55.020049+00:00
205.209.66.105,1080,socks4,SY,anonymous,772,0.2,5.0,2026-09-24T07:07:54.679323+00:00
179.189.249.137,5432,socks4,BR,anonymous,773,,5.0,2026-09-24T07:07:54.679133+00:00
181.115.75.102,5678,socks4,HN,elite,830,,5.0,2026-09-24T07:07:55.020239+00:00
85.94.21.103,1080,socks5,RU,anonymous,878,,5.0,2026-09-24T07:07:54.701629+00:00
194.28.162.12,1080,socks5,RU,anonymous,888,,5.0,2026-09-24T07:07:54.673456+00:00
177.54.239.13,4145,socks4,BR,elite,905,0.2,5.0,2026-09-24T07:07:55.020523+00:00
83.237.214.70,1080,socks5,RU,anonymous,934,,5.0,2026-09-24T07:07:54.694828+00:00
37.193.71.189,1080,socks4,RU,anonymous,956,,5.0,2026-09-24T07:07:54.667531+00:00
179.189.248.125,5432,socks4,BR,anonymous,960,0.1,5.0,2026-09-24T07:07:54.679596+00:00
216.173.68.250,3128,http,LV,elite,981,0.1,5.0,2026-09-24T07:07:54.693197+00:00
101.32.65.42,8888,http,HK,anonymous,981,,5.0,2026-09-24T07:07:54.693459+00:00
202.154.19.63,8090,http,ID,anonymous,982,,5.0,2026-09-24T07:07:54.693143+00:00
8.210.93.183,8213,http,HK,anonymous,997,0.1,5.0,2026-09-24T07:07:54.690501+00:00
46.146.210.123,1080,socks5,RU,anonymous,1003,,5.0,2026-09-24T07:07:54.673482+00:00
94.233.120.194,1080,socks5,RU,anonymous,1028,,5.0,2026-09-24T07:07:54.673512+00:00
179.189.253.193,5432,socks4,BR,anonymous,1040,0.1,5.0,2026-09-24T07:07:54.678062+00:00
45.74.31.47,5767,socks5,NL,anonymous,1073,,5.0,2026-09-24T07:07:54.851574+00:00
168.144.84.188,3129,http,IN,elite,1085,0.1,5.0,2026-09-24T07:07:54.702543+00:00
203.172.120.179,1080,socks4,TH,elite,1128,0.1,5.0,2026-09-24T07:07:54.680529+00:00
160.187.0.89,1080,socks4,VN,elite,1131,0.1,5.0,2026-09-24T07:07:54.667410+00:00
113.166.93.239,5678,socks4,VN,anonymous,1145,0.1,5.0,2026-09-24T07:07:54.681359+00:00
79.137.78.133,8013,http,FR,elite,1153,,5.0,2026-09-24T07:07:54.685687+00:00
91.147.42.50,3128,http,RU,anonymous,1172,,5.0,2026-09-24T07:07:54.683547+00:00
5.75.133.113,10806,socks5,DE,elite,1212,,5.0,2026-09-24T07:07:54.698556+00:00
170.168.101.28,1080,socks5,KZ,elite,1241,0.1,5.0,2026-09-24T07:07:54.697613+00:00
96.9.77.71,51080,socks4,KH,anonymous,1272,,5.0,2026-09-24T07:07:54.667550+00:00
87.249.237.90,1080,socks5,RU,anonymous,1283,,5.0,2026-09-24T07:07:54.674628+00:00
203.205.49.2,10171,http,VN,anonymous,1301,,5.0,2026-09-24T07:07:54.687988+00:00
163.181.207.213,9999,http,VN,anonymous,1314,,5.0,2026-09-24T07:07:54.686718+00:00
218.93.176.70,2088,http,CN,anonymous,1351,,5.0,2026-09-24T07:07:54.683574+00:00
194.31.108.109,2080,http,IR,anonymous,1365,,5.0,2026-09-24T07:07:54.688002+00:00
146.103.110.233,1080,socks5,NL,elite,1366,,5.0,2026-09-24T07:07:54.694707+00:00
45.71.115.17,1080,socks4,EC,elite,1368,,5.0,2026-09-24T07:07:54.678208+00:00
45.74.31.40,11133,socks5,NL,anonymous,1369,,5.0,2026-09-24T07:07:54.674854+00:00
41.216.186.68,80,socks4,ID,anonymous,1404,,5.0,2026-09-24T07:07:54.667567+00:00
50.238.47.86,32100,socks4,US,elite,1411,0.1,5.0,2026-09-24T07:07:54.676323+00:00
93.123.30.53,3128,http,FI,elite,1416,,5.0,2026-09-24T07:07:54.693140+00:00
193.158.12.141,4153,socks4,DE,elite,1464,0.1,5.0,2026-09-24T07:07:54.679310+00:00
45.74.31.50,9571,socks5,NL,anonymous,1465,,5.0,2026-09-24T07:07:54.698621+00:00
45.74.31.25,6369,socks5,NL,anonymous,1477,,5.0,2026-09-24T07:07:54.695360+00:00
213.165.185.211,4153,socks4,MT,elite,1485,,5.0,2026-09-24T07:07:54.678135+00:00
46.188.2.42,5678,socks4,RU,elite,1487,,5.0,2026-09-24T07:07:54.676377+00:00
137.184.210.31,1080,socks4,US,elite,1506,,5.0,2026-09-24T07:07:54.681680+00:00
45.32.57.211,1080,http,JP,elite,1516,,5.0,2026-09-24T07:07:54.686326+00:00
5.128.189.112,10808,http,RU,anonymous,1546,0.1,5.0,2026-09-24T07:07:54.702394+00:00
62.182.199.133,3128,http,SE,elite,1548,,5.0,2026-09-24T07:07:54.702726+00:00
46.151.118.108,5678,socks4,PL,elite,1557,,5.0,2026-09-24T07:07:54.680149+00:00
5.129.254.154,8888,http,RU,elite,1558,,5.0,2026-09-24T07:07:54.702268+00:00
5.255.99.75,1080,socks5,NL,elite,1573,0.1,5.0,2026-09-24T07:07:54.696626+00:00
187.86.153.254,30660,socks4,BR,elite,1575,,5.0,2026-09-24T07:07:54.677093+00:00
178.57.106.43,4145,socks4,RU,elite,1584,,5.0,2026-09-24T07:07:54.667470+00:00
37.9.4.101,1088,socks5,RU,elite,1591,,5.0,2026-09-24T07:07:54.852243+00:00
176.214.78.230,5678,socks4,RU,elite,1602,,5.0,2026-09-24T07:07:54.667517+00:00
212.126.5.249,42344,socks4,PL,anonymous,1607,,5.0,2026-09-24T07:07:55.020515+00:00
5.129.254.5,8888,http,RU,elite,1615,,5.0,2026-09-24T07:07:54.702287+00:00
5.129.254.129,8888,http,RU,elite,1638,,5.0,2026-09-24T07:07:54.702340+00:00
104.194.132.112,9052,socks4,US,elite,1641,,5.0,2026-09-24T07:07:55.020477+00:00
5.129.254.60,8888,http,RU,elite,1670,,5.0,2026-09-24T07:07:54.702262+00:00
109.68.189.22,54643,socks4,RU,elite,1676,,5.0,2026-09-24T07:07:54.667286+00:00
45.74.31.40,15365,socks5,NL,anonymous,1686,,5.0,2026-09-24T07:07:54.675228+00:00
31.43.33.56,4153,socks4,UA,anonymous,1694,,5.0,2026-09-24T07:07:54.676818+00:00
80.78.74.8,65530,socks4,AL,anonymous,1716,,5.0,2026-09-24T07:07:54.676035+00:00
74.62.23.242,39593,socks4,US,elite,1722,,5.0,2026-09-24T07:07:54.667395+00:00
45.74.31.25,6615,socks5,NL,anonymous,1770,,5.0,2026-09-24T07:07:54.701573+00:00
5.129.254.51,8888,http,RU,elite,1774,,5.0,2026-09-24T07:07:54.702301+00:00
191.223.220.23,1080,socks5,JP,elite,1778,,5.0,2026-09-24T07:07:54.695661+00:00
89.43.135.181,1080,socks4,SY,anonymous,1778,,5.0,2026-09-24T07:07:54.667354+00:00
5.129.254.49,8888,http,RU,elite,1821,,5.0,2026-09-24T07:07:54.702292+00:00
65.21.252.66,10805,socks5,FI,anonymous,1823,0.1,5.0,2026-09-24T07:07:54.694662+00:00
85.143.254.38,1080,socks5,RU,elite,1831,,5.0,2026-09-24T07:07:54.695514+00:00
95.83.152.62,1080,socks5,RU,elite,1832,,5.0,2026-09-24T07:07:54.673474+00:00
202.58.77.239,8080,http,ID,elite,1846,0.1,5.0,2026-09-24T07:07:54.683579+00:00
200.142.97.66,3128,http,BR,elite,1860,,5.0,2026-09-24T07:07:54.693408+00:00
79.134.4.192,1080,socks5,RU,anonymous,1875,,5.0,2026-09-24T07:07:54.673504+00:00
138.2.12.69,21080,http,JP,elite,1888,,5.0,2026-09-24T07:07:54.691623+00:00
85.237.62.189,3629,socks4,RU,elite,1916,,5.0,2026-09-24T07:07:54.679392+00:00
180.125.216.109,8118,http,CN,anonymous,1918,,5.0,2026-09-24T07:07:54.692309+00:00
91.133.5.158,1080,socks5,RU,anonymous,1954,,5.0,2026-09-24T07:07:54.674551+00:00
45.74.31.40,10083,socks5,NL,elite,1954,,5.0,2026-09-24T07:07:54.674940+00:00
213.210.67.186,3629,socks4,RU,elite,1984,,5.0,2026-09-24T07:07:54.677110+00:00
179.189.249.130,5432,socks4,BR,anonymous,2026,0.1,5.0,2026-09-24T07:07:54.682163+00:00
157.15.187.18,8080,http,ID,anonymous,2027,0.1,5.0,2026-09-24T07:07:54.690306+00:00
43.159.54.178,80,http,SG,elite,2034,,5.0,2026-09-24T07:07:54.702588+00:00
114.246.204.134,8888,http,CN,elite,2034,,5.0,2026-09-24T07:07:54.702754+00:00
190.89.4.182,1080,socks4,BR,elite,2037,0.1,5.0,2026-09-24T07:07:54.676354+00:00
95.182.107.210,1080,socks4,KZ,elite,2037,,5.0,2026-09-24T07:07:54.667372+00:00
172.85.99.37,16062,http,US,elite,2046,,5.0,2026-09-24T07:07:54.688199+00:00
78.109.137.53,1080,socks5,RU,elite,2062,,5.0,2026-09-24T07:07:54.699253+00:00
143.105.153.7,1080,socks4,CM,anonymous,2091,,5.0,2026-09-24T07:07:54.679452+00:00
43.156.166.134,8081,http,SG,anonymous,2092,,5.0,2026-09-24T07:07:54.684559+00:00
103.18.77.101,8080,http,ID,elite,2104,,5.0,2026-09-24T07:07:54.690694+00:00
78.29.56.178,1080,socks5,RU,anonymous,2120,,5.0,2026-09-24T07:07:54.674757+00:00
103.184.54.9,8080,http,ID,anonymous,2155,,5.0,2026-09-24T07:07:54.691170+00:00
94.158.49.82,3128,http,UZ,elite,2207,,5.0,2026-09-24T07:07:54.702407+00:00
103.171.255.204,8080,http,ID,elite,2209,,5.0,2026-09-24T07:07:55.005059+00:00
219.148.171.178,9445,http,CN,anonymous,2219,,5.0,2026-09-24T07:07:54.685676+00:00
45.74.31.47,7333,socks5,NL,elite,2232,,5.0,2026-09-24T07:07:54.697502+00:00
125.25.57.57,4153,socks4,TH,anonymous,2257,,5.0,2026-09-24T07:07:54.678186+00:00
84.254.198.175,1080,socks5,RU,anonymous,2277,,5.0,2026-09-24T07:07:54.675294+00:00
45.194.3.116,8080,http,IN,elite,2285,,5.0,2026-09-24T07:07:54.690284+00:00
66.59.197.61,4000,socks5,US,elite,2289,,5.0,2026-09-24T07:07:54.851428+00:00
37.187.109.70,10111,http,FR,elite,2306,,5.0,2026-09-24T07:07:55.004859+00:00
154.201.127.198,8080,http,IN,elite,2308,,5.0,2026-09-24T07:07:54.690592+00:00
218.26.101.226,53813,socks4,CN,anonymous,2315,,5.0,2026-09-24T07:07:54.681518+00:00
161.118.152.153,8118,http,KR,elite,2319,,5.0,2026-09-24T07:07:54.686726+00:00
45.74.31.23,11836,socks5,NL,anonymous,2344,,5.0,2026-09-24T07:07:54.675030+00:00
34.84.162.206,38081,socks5,JP,anonymous,2352,0.1,5.0,2026-09-24T07:07:54.701417+00:00
202.40.180.145,38423,http,BD,elite,2384,,5.0,2026-09-24T07:07:54.692989+00:00
178.92.72.129,8080,http,IN,elite,2389,,5.0,2026-09-24T07:07:54.683726+00:00
45.74.31.41,4527,socks5,NL,anonymous,2397,,5.0,2026-09-24T07:07:54.851420+00:00
185.190.90.2,4145,socks4,AL,elite,2398,,5.0,2026-09-24T07:07:54.680457+00:00
87.236.167.19,808,http,GB,anonymous,2421,,5.0,2026-09-24T07:07:54.689467+00:00
178.92.72.165,8080,http,IN,elite,2427,,5.0,2026-09-24T07:07:54.692449+00:00
185.244.158.4,3129,socks4,UA,elite,2431,,5.0,2026-09-24T07:07:54.679176+00:00
195.133.26.196,1080,socks4,FR,anonymous,2443,,5.0,2026-09-24T07:07:54.680817+00:00
140.238.32.108,3128,http,JP,elite,2452,,5.0,2026-09-24T07:07:54.690768+00:00
81.91.157.133,5678,socks4,IR,elite,2461,,5.0,2026-09-24T07:07:54.667357+00:00
178.92.72.78,8080,http,IN,elite,2480,,5.0,2026-09-24T07:07:54.684706+00:00
45.74.31.50,11298,socks5,NL,anonymous,2487,0.1,5.0,2026-09-24T07:07:54.852108+00:00
45.74.31.42,4746,socks5,NL,anonymous,2536,,5.0,2026-09-24T07:07:54.696404+00:00
1.179.172.45,31225,socks4,TH,elite,2539,,5.0,2026-09-24T07:07:54.679294+00:00
157.10.97.83,2021,socks4,ID,elite,2551,,5.0,2026-09-24T07:07:55.020178+00:00
45.74.31.25,16076,socks5,NL,anonymous,2555,,5.0,2026-09-24T07:07:54.696359+00:00
83.56.15.57,5678,socks4,ES,elite,2562,0.1,5.0,2026-09-24T07:07:54.677911+00:00
154.201.126.130,8080,http,IN,elite,2567,,5.0,2026-09-24T07:07:54.691566+00:00
129.205.244.158,1080,socks4,BW,elite,2572,,5.0,2026-09-24T07:07:54.676328+00:00
46.98.192.116,5678,socks4,UA,anonymous,2575,,5.0,2026-09-24T07:07:55.020096+00:00
118.179.135.69,9090,socks4,BD,elite,2604,,5.0,2026-09-24T07:07:54.680795+00:00
203.205.49.2,10219,http,VN,elite,2628,,5.0,2026-09-24T07:07:54.689367+00:00
45.74.31.23,8612,socks5,NL,elite,2635,,5.0,2026-09-24T07:07:54.695054+00:00
5.129.254.70,8888,http,RU,elite,2652,,5.0,2026-09-24T07:07:54.702312+00:00
89.250.148.158,1080,socks4,RU,elite,2708,,5.0,2026-09-24T07:07:54.678896+00:00
154.201.126.21,8080,http,IN,elite,2712,,5.0,2026-09-24T07:07:54.684223+00:00
154.201.126.64,8080,http,IN,elite,2749,,5.0,2026-09-24T07:07:54.685550+00:00
106.52.136.68,1081,http,CN,elite,2773,5.9,5.0,2026-09-24T07:07:54.702590+00:00
45.74.31.22,15357,socks5,NL,anonymous,2777,,5.0,2026-09-24T07:07:54.851659+00:00
114.246.197.252,8888,http,CN,elite,2796,,5.0,2026-09-24T07:07:54.702756+00:00
178.92.72.149,8080,http,IN,elite,2798,,5.0,2026-09-24T07:07:54.688170+00:00
154.201.127.85,8080,http,IN,elite,2825,,5.0,2026-09-24T07:07:54.693117+00:00
45.74.31.42,4383,socks5,NL,elite,2825,,5.0,2026-09-24T07:07:54.675067+00:00
187.19.127.246,8011,socks4,BR,anonymous,2852,,5.0,2026-09-24T07:07:54.677917+00:00
77.50.132.155,1080,socks5,RU,elite,2896,,5.0,2026-09-24T07:07:54.695565+00:00
45.74.31.40,11969,socks5,NL,anonymous,2958,,5.0,2026-09-24T07:07:54.674665+00:00
143.105.108.210,1080,socks4,PY,anonymous,2972,,5.0,2026-09-24T07:07:54.677672+00:00
88.87.79.18,3629,socks4,RU,elite,2979,,5.0,2026-09-24T07:07:54.667317+00:00
138.186.201.77,8083,http,MX,anonymous,2989,,5.0,2026-09-24T07:07:54.691452+00:00
201.20.42.46,3128,http,BR,elite,2997,,5.0,2026-09-24T07:07:54.690958+00:00
179.189.248.129,5432,socks4,BR,anonymous,3030,0.0,5.0,2026-09-24T07:07:54.677840+00:00
105.214.51.155,5678,socks4,ZA,anonymous,3183,0.0,5.0,2026-09-24T07:07:54.675910+00:00
202.79.26.242,1080,socks5,KH,elite,3391,0.0,5.0,2026-09-24T07:07:54.700594+00:00
103.154.76.90,12,socks4,ID,anonymous,3448,0.0,5.0,2026-09-24T07:07:54.680237+00:00
212.39.114.139,5678,socks4,BA,elite,3622,0.0,5.0,2026-09-24T07:07:54.679640+00:00
45.74.31.22,4781,socks5,NL,anonymous,3726,0.0,5.0,2026-09-24T07:07:54.697665+00:00
34.84.162.206,38080,http,JP,anonymous,3769,0.0,5.0,2026-09-24T07:07:54.686796+00:00
131.161.68.41,35944,socks4,BR,anonymous,3943,0.0,5.0,2026-09-24T07:07:54.677749+00:00
45.74.31.25,6203,socks5,NL,elite,4033,0.0,5.0,2026-09-24T07:07:54.851692+00:00
189.39.118.210,5678,socks4,BR,elite,4119,0.0,5.0,2026-09-24T07:07:55.020464+00:00
45.74.31.50,11743,socks5,NL,elite,4194,0.0,5.0,2026-09-24T07:07:54.699689+00:00
45.74.31.25,4929,socks5,NL,anonymous,4266,0.0,5.0,2026-09-24T07:07:54.695921+00:00
103.37.82.134,39873,socks4,IN,anonymous,4269,0.0,5.0,2026-09-24T07:07:54.682070+00:00
181.189.132.74,5678,socks4,GT,anonymous,4637,0.0,5.0,2026-09-24T07:07:54.676420+00:00
45.74.31.23,5829,socks5,NL,elite,5022,0.0,5.0,2026-09-24T07:07:54.675274+00:00
14.161.87.244,2001,http,VN,anonymous,5079,0.0,5.0,2026-09-24T07:07:54.691508+00:00
103.248.9.69,80,socks4,ID,elite,5213,0.0,5.0,2026-09-24T07:07:54.667514+00:00
45.74.31.22,17649,socks5,NL,anonymous,5950,0.0,5.0,2026-09-24T07:07:54.674620+00:00
79.137.78.133,8010,http,FR,anonymous,6205,0.0,5.0,2026-09-24T07:07:54.686209+00:00
83.143.24.29,5678,socks4,BW,anonymous,6278,0.0,5.0,2026-09-24T07:07:54.667572+00:00
45.74.31.23,14136,socks5,NL,anonymous,7375,0.0,5.0,2026-09-24T07:07:54.701770+00:00
217.182.195.221,30004,http,FR,anonymous,7950,0.0,5.0,2026-09-24T07:07:54.684598+00:00
190.12.95.170,37209,socks4,PE,anonymous,8116,0.0,5.0,2026-09-24T07:07:54.679229+00:00
